Name;ModelClass;OutputShape;Download URL;Hash;Download URL without top;Hash without top;Download URL additional;Hash URL additional;Description
affectnet;EmoNet8;"(None, 8)";https://github.com/face-analysis/emonet/blob/master/pretrained/emonet_8.pth?raw=true;52918cffba56f31886e6959f6837266a5f7ef5c0a552baf4c6dabe1e8fa9bc97;https://github.com/face-analysis/emonet/blob/master/pretrained/emonet_8.pth?raw=true;52918cffba56f31886e6959f6837266a5f7ef5c0a552baf4c6dabe1e8fa9bc97;"";"";"AffectNet With 8 classes"
affectnet;EmoNet5;(None, 5);https://github.com/face-analysis/emonet/blob/master/pretrained/emonet_5.pth?raw=true;1d8fac689dc04fc65a8a25c050bd5888e1fc794fcf71c2b20a1f2e6b78d933dd;https://github.com/face-analysis/emonet/blob/master/pretrained/emonet_5.pth?raw=true;1d8fac689dc04fc65a8a25c050bd5888e1fc794fcf71c2b20a1f2e6b78d933dd;"";"";,"AffectNet with 5 classes"
