route,path,num_null,total_cells,percent
133,0,138156,521090,26.51
133,1,181741,491870,36.95
35,0,86309,384730,22.43
56,0,56133,224020,25.06
56,1,72022,214280,33.61
6,0,31990,287330,11.13
6,1,35674,267850,13.32
